paper_key,key_type,title,abstract,year,authors,url,source,depth,clean_abstract,Topic_r1,Topic_r2,Topic_r3,Topic_final,arxiv_id,doi,is_ml
,,Enhancing the Sensitivity for Triple Higgs Boson Searches with Deep   Learning Techniques,"Using two benchmark models containing extended scalar sectors beyond the Standard Model, we study deep learning techniques to enhance the sensitivity of resonant triple Higgs boson searches in the fully hadronic $6b$ channel, which suffers from the combinatorial challenge of reconstructing the Higgs bosons correctly from the multiple $b$-jets. More specifically, we employ the framework of Symmetry Preserving Attention Network (\textsc{Spa-Net}), which takes into account the permutational symmetry when a correct pairing of $b$-jets is achieved, to tackle both jet pairing and event classification. Significantly improved efficiency is achieved in signal and background discrimination. When comparing with the conventional Dense Neural Networks, \textsc{Spa-Net} results in up to 40\% more stringent limits on resonant production cross-sections. These results highlight the potential of using advanced machine learning techniques to significantly improve the sensitivity of triple Higgs boson searches in the fully hadronic channel.",2025,"['Cheng-Wei Chiang', 'Feng-Yang Hsieh', 'Shih-Chieh Hsu', 'Ian Low', 'Zhi-Zhong Li']",http://arxiv.org/abs/2510.01672v1,arxiv,,,,,,,2510.01672v1,,True
,,Charged Black-Hole Binary Evolution at Second Post-Newtonian Order,"We study the dynamics of electrically charged black-hole binaries and their gravitational-wave emission during the inspiral phase. Within the post-Newtonian framework, we derive the conservative and dissipative dynamics up to second order (2PN), combining Effective Field Theory and classical methods. We compute the NNLO conservative Lagrangian, LO dissipative effects in harmonic and Lorenz gauges, and provide the equations of motion, center-of-mass transformations, and the Lagrangian/Hamiltonian in ADM-type coordinates. We also obtain gauge-invariant expressions for the binding energy, periastron advance in quasi-circular orbits, and the scattering angle in unbound orbits. Our results extend previous analyses and are fully consistent with recent post-Minkowskian findings.",2025,"['Andrea Placidi', 'Elisa Grilli', 'Marta Orselli', 'Matteo Pegorin', 'Nicola Bartolo', 'Pierpaolo Mastrolia']",http://arxiv.org/abs/2509.20432v2,arxiv,,,,,,,2509.20432v2,,False
,,Spinning Boundary Correlators from (A)dS$_4$ Twistors,"We develop a twistor-space framework to compute boundary correlators via a boundary limit of nested Penrose transforms in (A)dS$_4$. Starting from correlators of (anti-)self-dual bulk fields, the boundary limit reproduces the correlators of the dual conserved currents; we demonstrate this explicitly for two- and three-point functions. The two-point correlator is rendered finite by working in Euclidean signature. At three points, we obtain compact rational twistor-space representatives obeying a double-copy relation, thereby clarifying the twistor-space origin of the results in Baumann et al. 2024. We further extend the analysis to non-conserved currents with integer conformal dimension, dual to massive bulk fields, as well as to the free scalar.",2025,"['Mariana Carrillo González', 'Théo Keseman']",http://arxiv.org/abs/2510.00096v1,arxiv,,,,,,,2510.00096v1,,False
,,"Complex Lies, Real Physics: The Role of Algebra Complexification","In physics, Lie groups represent the algebraic structure that describes symmetry transformations of a given system. Then, the descending Lie algebra of those groups are necessary real. In most cases, the complexification of those Lie algebra is necessary in order to derive irreductible representations of the Lie algebra and subsequently of the symmetry group. In this paper, we give a precise definition of the concept and prove step by step an important result $$\left(\mathfrak{g}^\mathbb{R}\right)_\mathbb{C} \simeq \mathfrak{g} \times \bar{\mathfrak{g}}. $$ This result is used to determine the irreductible representations of the proper Lorentz group and thus the physical objects admissible when this symmetry is present. It is shown that finite representations of the proper Lorentz group are characterized by pairs of half-integers $(j_1,j_2)$, which determine unambiguously the physical object associated to the given representation. For example, the representation $(0,0)$ of dimension $1$ is called the scalar representation, it corresponds to the Higgs field, and $(\frac{1}{2},0) \oplus (0,\frac{1}{2})$ of dimension $4$ is called the Dirac spinor representation, it corresponds to matter particle called fermions. This means that the mathematical group structure determines the material content of the universe following this algebraic structure.",2025,"['Tanguy Marsault', 'Laurent Schoeffel']",http://arxiv.org/abs/2509.20929v2,arxiv,,,,,,,2509.20929v2,,False
,,Advancing the CMS Level-1 Trigger: Jet Tagging with DeepSets at the   HL-LHC,"At the High Luminosity LHC, selecting important physics processes such as (di-) Higgs production will be a high priority. The Phase-2 Upgrade of the CMS Level-1 Trigger will reconstruct particle candidates and use pileup mitigation for the 200 simultaneous proton-proton interactions. A fast cone algorithm will reconstruct jets from these particles, providing access to jet constituents for the first time. We introduce a new multi-class jet tagger with a small, quantized DeepSets neural network. The tagger, trained on a mix of simulated CMS events, predicts various hadronic and leptonic classes. We present the tagger, its performance, and its improvements for triggering on (di-) Higgs events.",2025,"['Stella Schaefer', 'Christopher Brown', 'Duc Hoang', 'Sioni Summers', 'Sebastian Wuchterl']",http://arxiv.org/abs/2509.24371v1,arxiv,,,,,,,2509.24371v1,,True
,,Overlap-aware segmentation for topological reconstruction of obscured   objects,"The separation of overlapping objects presents a significant challenge in scientific imaging. While deep learning segmentation-regression algorithms can predict pixel-wise intensities, they typically treat all regions equally rather than prioritizing overlap regions where attribution is most ambiguous. Recent advances in instance segmentation show that weighting regions of pixel overlap in training can improve segmentation boundary predictions in regions of overlap, but this idea has not yet been extended to segmentation regression. We address this with Overlap-Aware Segmentation of ImageS (OASIS): a new segmentation-regression framework with a weighted loss function designed to prioritize regions of object-overlap during training, enabling extraction of pixel intensities and topological features from heavily obscured objects. We demonstrate OASIS in the context of the MIGDAL experiment, which aims to directly image the Migdal effect--a rare process where electron emission is induced by nuclear scattering--in a low-pressure optical time projection chamber. This setting poses an extreme test case, as the target for reconstruction is a faint electron recoil track which is often heavily-buried within the orders-of-magnitude brighter nuclear recoil track. Compared to unweighted training, OASIS improves median intensity reconstruction errors from -32% to -14% for low-energy electron tracks (4-5 keV) and improves topological intersection-over-union scores from 0.828 to 0.855. These performance gains demonstrate OASIS's ability to recover obscured signals in overlap-dominated regions. The framework provides a generalizable methodology for scientific imaging where pixels represent physical quantities and overlap obscures features of interest. All code is openly available to facilitate cross-domain adoption.",2025,"['J. Schueler', 'H. M. Araújo', 'S. N. Balashov', 'J. E. Borg', 'C. Brew', 'F. M. Brunbauer', 'C. Cazzaniga', 'A. Cottle', 'D. Edgeman', 'C. D. Frost', 'F. Garcia', 'D. Hunt', 'M. Kastriotou', 'P. Knights', 'H. Kraus', 'A. Lindote', 'M. Lisowska', 'D. Loomba', 'E. Lopez Asamar', 'P. A. Majewski', 'T. Marley', 'C. McCabe', 'L. Millins', 'R. Nandakumar', 'T. Neep', 'F. Neves', 'K. Nikolopoulos', 'E. Oliveri', 'A. Roy', 'T. J. Sumner', 'E. Tilly', 'W. Thompson', 'M. A. Vogiatzi']",http://arxiv.org/abs/2510.06194v1,arxiv,,,,,,,2510.06194v1,,True
,,TrackCore-F: Deploying Transformer-Based Subatomic Particle Tracking on   FPGAs,"The Transformer Machine Learning (ML) architecture has been gaining considerable momentum in recent years. In particular, computational High-Energy Physics tasks such as jet tagging and particle track reconstruction (tracking), have either achieved proper solutions, or reached considerable milestones using Transformers. On the other hand, the use of specialised hardware accelerators, especially FPGAs, is an effective method to achieve online, or pseudo-online latencies. The development and integration of Transformer-based ML to FPGAs is still ongoing and the support from current tools is very limited to non-existent. Additionally, FPGA resources present a significant constraint. Considering the model size alone, while smaller models can be deployed directly, larger models are to be partitioned in a meaningful and ideally, automated way. We aim to develop methodologies and tools for monolithic, or partitioned Transformer synthesis, specifically targeting inference. Our primary use-case involves two machine learning model designs for tracking, derived from the TrackFormers project. We elaborate our development approach, present preliminary results, and provide comparisons.",2025,"['Arjan Blankestijn', 'Uraz Odyurt', 'Amirreza Yousefzadeh']",http://arxiv.org/abs/2509.26335v1,arxiv,,,,,,,2509.26335v1,,True
,,Time-dependent 3D oscillator with Coulomb interaction: an alternative   approach for analyzing quark-antiquark systems,"In this work, the dynamics of quark-antiquark pair systems is investigated by modelling them as general time-dependent 3D oscillators perturbed by a Coulomb potential. Solving this model enables the prediction of key mesonic properties such as the probability density, energy spectra, and quadrature uncertainties, offering theoretical insights into the confinement of quarks via gluon-mediated strong interactions. To tackle the mathematical difficulty raised by the time dependence of parameters in the system, special mathematical techniques, such as the invariant operator method, unitary transformation method, and the Nikiforov-Uvarov functional analysis (NUFA) are used. The wave functions of the system, derived using these mathematical techniques, are expressed analytically in terms of the Gauss hypergeometric function whose mathematical properties are well characterized. Our results provide the quantum mechanical framework of quark-antiquark systems which are essential for exploring the non-perturbative aspects of QCD. In addition, the underlying mathematical structure may serve as a foundation for addressing broader challenges in particle physics, including the origin of mass and its connection to the Higgs mechanism.",2025,"['Jeong Ryeol Choi', 'Salim Medjber', 'Salah Menouar', 'Ramazan Sever']",http://arxiv.org/abs/2510.04541v1,arxiv,,,,,,,2510.04541v1,,False
,,Subleading Twist-3 Gluon Generalized Parton Distributions in the   Light-Front Model,"We present a calculation of the twist-3 generalized parton distributions (GPDs) for gluons in the proton. Our analysis is performed within a light-front constituent model where the proton is treated as a two-body state of a spin-1 gluon and a spin-1/2 spectator system. The requisite light-front wave functions are derived from the soft-wall AdS/QCD correspondence. We compute the complete set of twist-3 gluon GPDs over a broad kinematic range. The corresponding distributions in impact parameter space are obtained via Fourier transform, revealing the transverse spatial distribution of gluons. Furthermore, we evaluate the contribution of these GPDs to the gluon kinetic orbital angular momentum (OAM) and compare our findings with other theoretical predictions.",2025,"['Parashmani Thakuria', 'Madhurjya Lalung', 'Jayanta Kumar Sarma']",http://arxiv.org/abs/2510.04513v1,arxiv,,,,,,,2510.04513v1,,False
,,Approximate Gaussianity Beyond Initialisation in Neural Networks,"Ensembles of neural network weight matrices are studied through the training process for the MNIST classification problem, testing the efficacy of matrix models for representing their distributions, under assumptions of Gaussianity and permutation-symmetry. The general 13-parameter permutation invariant Gaussian matrix models are found to be effective models for the correlated Gaussianity in the weight matrices, beyond the range of applicability of the simple Gaussian with independent identically distributed matrix variables, and notably well beyond the initialisation step. The representation theoretic model parameters, and the graph-theoretic characterisation of the permutation invariant matrix observables give an interpretable framework for the best-fit model and for small departures from Gaussianity. Additionally, the Wasserstein distance is calculated for this class of models and used to quantify the movement of the distributions over training. Throughout the work, the effects of varied initialisation regimes, regularisation, layer depth, and layer width are tested for this formalism, identifying limits where particular departures from Gaussianity are enhanced and how more general, yet still highly-interpretable, models can be developed.",2025,"['Edward Hirst', 'Sanjaye Ramgoolam']",http://arxiv.org/abs/2510.05218v1,arxiv,,,,,,,2510.05218v1,,True
,,Baryons as linked vortices in QCD matter with isospin asymmetry,"We investigate a baryonic structure in low-energy QCD via a model-independent way using the chiral perturbation theory at the leading order, in the presence of the baryon chemical potential $\mu_B$, the isospin chemical potential $\mu_I$, and the electromagnetic coupling. For such a scenario in the chiral limit, it has been known that the neutral pion winds like in the chiral soliton lattice, confined within an Abrikosov-Nielsen-Olesen (ANO) vortex of the charged pions. This structure undergoes a drastic transformation when the pion mass is introduced, i.e., both charged and neutral pions condense in the bulk, allowing two distinct types of vortices: the charged pions constitute a local ANO-like vortex, while the neutral pion configures a global vortex which is further attached to a domain wall also known as the chiral soliton. Remarkably, the ANO vortex forms a topological linking with the closed global vortex line, when $\mu_B$ exceeds its critical value as a function of $\mu_I$. The linking number has the physical meaning of the baryon number in view of the Wess-Zumino-Witten term. In this sense, the linked configuration realizes a stable Skyrmion-type solution, but innovatively without the Skyrme term. We therefore propose a novel phase of dense baryonic matter comprised of such vortices, which shall play a role in the low-energy QCD phase diagram.",2025,"['Yu Hamada', 'Muneto Nitta', 'Zebin Qiu']",http://arxiv.org/abs/2509.20844v1,arxiv,,,,,,,2509.20844v1,,False
,,"Relevant Deformations, Brane Brick Models and Triality","We extend the study of relevant deformations connecting 2d (0,2) gauge theories on D1-branes probing toric Calabi-Yau 4-folds beyond pure mass deformations. The underlying geometry provides powerful insights when field-theoretic tools are still lacking. We observe that the volume of the Sasaki-Einstein base of the Calabi-Yau 4-fold grows towards the IR, signaling the relevance of deformations. We exploit the map between gauge theory fields and GLSM fields to compute scaling dimensions directly from divisor volumes, allowing for a sharper determination of whether terms in the Lagrangian are relevant or irrelevant. Moreover, this map provides a systematic way to determine the precise set of terms needed to realize a given deformation. We also explore the interplay between general relevant deformations and triality, studying cases where non-mass deformations are mapped to mass deformations in a dual theory, and resolving puzzles that seem to require non-holomorphic couplings in one of the dual phases. Finally, we present evidence that when the Hilbert series of the mesonic moduli space is refined only under the U(1) R-symmetry, it becomes invariant even under non-mass relevant deformations of the brane brick models corresponding to toric Calabi-Yau 4-folds related by a birational transformation, extending previous results to a broader class of deformations.",2025,"['Mario Carcamo', 'Sebastian Franco', 'Dongwook Ghim', 'Georgios P. Goulas', 'Rak-Kyeong Seong']",http://arxiv.org/abs/2510.05517v1,arxiv,,,,,,,2510.05517v1,,False
,,Heterogeneous Point Set Transformers for Segmentation of Multiple View   Particle Detectors,"NOvA is a long-baseline neutrino oscillation experiment that detects neutrino particles from the NuMI beam at Fermilab. Before data from this experiment can be used in analyses, raw hits in the detector must be matched to their source particles, and the type of each particle must be identified. This task has commonly been done using a mix of traditional clustering approaches and convolutional neural networks (CNNs). Due to the construction of the detector, the data is presented as two sparse 2D images: an XZ and a YZ view of the detector, rather than a 3D representation. We propose a point set neural network that operates on the sparse matrices with an operation that mixes information from both views. Our model uses less than 10% of the memory required using previous methods while achieving a 96.8% AUC score, a higher score than obtained when both views are processed independently (85.4%).",2025,"['Edgar E. Robles', 'Dikshant Sagar', 'Alejandro Yankelevich', 'Jianming Bian', 'Pierre Baldi', 'NOvA Collaboration']",http://arxiv.org/abs/2510.09659v1,arxiv,,,,,,,2510.09659v1,,True
,,Machine learning approach to QCD kinetic theory,"The effective kinetic theory (EKT) of QCD provides a possible picture of various non-equilibrium processes in heavy- and light-ion collisions. While there have been substantial advances in simulating the EKT in simple systems with enhanced symmetry, eventually, event-by-event simulations will be required for a comprehensive phenomenological modeling. As of now, these simulations are prohibitively expensive due to the numerical complexity of the Monte Carlo evaluation of the collision kernels. In this talk, we show how the evaluation of the collision kernels can be performed using neural networks paving the way to full event-by-event simulations.",2025,"['Sergio Barrera Cabodevila', 'Aleksi Kurkela', 'Florian Lindenbauer']",http://arxiv.org/abs/2509.26374v1,arxiv,,,,,,,2509.26374v1,,True
,,TrackFormers Part 2: Enhanced Transformer-Based Models for High-Energy   Physics Track Reconstruction,"High-Energy Physics experiments are rapidly escalating in generated data volume, a trend that will intensify with the upcoming High-Luminosity LHC upgrade. This surge in data necessitates critical revisions across the data processing pipeline, with particle track reconstruction being a prime candidate for improvement. In our previous work, we introduced ""TrackFormers"", a collection of Transformer-based one-shot encoder-only models that effectively associate hits with expected tracks. In this study, we extend our earlier efforts by incorporating loss functions that account for inter-hit correlations, conducting detailed investigations into (various) Transformer attention mechanisms, and a study on the reconstruction of higher-level objects. Furthermore we discuss new datasets that allow the training on hit level for a range of physics processes. These developments collectively aim to boost both the accuracy, and potentially the efficiency of our tracking models, offering a robust solution to meet the demands of next-generation high-energy physics experiments.",2025,"['Sascha Caron', 'Nadezhda Dobreva', 'Maarten Kimpel', 'Uraz Odyurt', 'Slav Pshenov', 'Roberto Ruiz de Austri Bazan', 'Eugene Shalugin', 'Zef Wolffs', 'Yue Zhao']",http://arxiv.org/abs/2509.26411v1,arxiv,,,,,,,2509.26411v1,,True
,,"Quantum Simulation of Fermions in $AdS_2$ Black Hole: Chirality,   Entanglement, and Spectral Crossovers","We consider free Dirac fermions on a discretized $AdS_2$ black hole background, and analyze how curved space redshift, horizons, and the spin connection induced chiral gravitational effect shape spectral, transport, and scrambling phenomena. The system is discretized via staggered fermions followed by the Jordan-Wigner transform to encode the model in qubit degrees of freedom, whose Hamiltonian carries site dependent warp factors and bond chirality terms encoding the redshift and spin connection effects. We calculate the ground state and first excited states energies, their local charge profiles, and their half-chain entanglement entropies, showing how redshift and chirality affect the transition from criticality to a gapped regime. Probing operator growth via out-of-time-order correlators, we find that horizons and the chiral coupling accelerate scrambling, yet remain within a non-chaotic regime. Finally, we map out an integrable to ergodic crossover via level-spacing statistics and Brody fits, and introduce on-site disorder to drive a many body localization transition.",2025,"['Kazuki Ikeda', 'Yaron Oz']",http://arxiv.org/abs/2509.21410v1,arxiv,,,,,,,2509.21410v1,,False
,,"Curvature-Aware Deep Learning for Vector Boson Fusion: Differential   Geometry, Physics-Inspired Features, and Quantum Method Limitations","Particle physics classification often assumes flat geometry, ignoring the curved statistical structure of collision data. We present a geometric framework for Vector Boson Fusion Higgs classification that combines physics-inspired observables with product manifold neural networks. The method unifies Euclidean, hyperbolic, and spherical representations to capture nonlinear correlations among kinematic features. Geometric embedding yields measurable improvements over flat baselines, demonstrating that curvature-aware architectures recover information lost in standard approaches. The study highlights how incorporating geometric structure enhances discrimination power in high-energy collision data.",2025,['Alibordi Muhammad'],http://arxiv.org/abs/2510.04887v1,arxiv,,,,,,,2510.04887v1,,True
